Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P621,44273,Jan Callemeyn,MRS,Entretien général,Fuites de gaz circuit chaudière et circuit départ cuisine,44273,,1,Thersa,,
T_P635,44285,Jan Callemeyn,MRS,Plomberie,Etanchéifier la descente d'eau du lave cheveux chez la coiffeuse,44285,,2,Ouvriers_CPAS,,
T_P636,44285,Jan Callemeyn,MRS,Plomberie,"Remplacer soupape de sécurité Boiler blanc , local chaufferie",44285,,2,Ouvriers_CPAS,,
T_P668,44307,Jan Callemeyn,MRS,Entretien général,Réparation de la girafe en cuisine,44307,,1,Ouvriers_CPAS,,
T_P669,44307,Jan Callemeyn,MRS,Electricité,"Demander une offre de prix pour un compteur d'énergie relatif à la charge de la voiture électrique. Ce dernier peut être inséré dans le nouveau tableau prévu à cet effet,",44307,,1,Ouvriers_CPAS,,
T_P683,44313,Jan Callemeyn,MRS,Entretien général,Prévoir la prise d'un échantillon d'huile moteur de la cogénération lors de sa prochaine maintenance. Déposer l'échantillon chez ICARE par la suite dans les meilleurs délais.,44313,,1,Ouvriers_CPAS,,
T_P690,44317,Jan Callemeyn,MRS,Plomberie,Installation d'une ligne hydraulique reliant le collecteur de départ d'eau adoucie (en chaufferie) au système de pompage de l'eau de la citerne. Je suis à votre disposition pour les détails techniques…,44317,3,2,Ouvriers_CPAS,,
T_P704,44321,Jan Callemeyn,MRS,Cuisine,"Nettoyer les filtres d'entrée d'eau du mitigeur alimentant le nouveau distributeur de produit K1 dans la zone salle,",44321,,1,Ouvriers_CPAS,,
T_P708,44326,Jan Callemeyn,MRS,Electricité,"Remplacer les 3 TI dans la cogénération en ma présence, merci",44326,,1,Ouvriers_CPAS,,
T_P751,44364,Jan Callemeyn,MRS,Entretien général,"Vérifier l'ouverture de la bouche de pulsion d'air dans toutes les chambres (celle située au dessus du lit), l'ouverture doit être d'au moins 1 cm (voir un doigt)",44364,,1,Ouvriers_CPAS,,
T_P752,44367,Jan Callemeyn,MRS,Entretien général,"Régistre motorisé de la GE3 bloqué en position ouverte, groupe de cuisine à l'arrêt, Merci pour votre intervention rapide.",44367,,1,Thersa,,
T_P760,44369,Jan Callemeyn,MRS,Cuisine,"Problème GE4, régistre motorisé bloqué, Groupe à l'arrêt ! Merci pour votre intervention rapide.",44369,,1,Thersa,,
T_P768,44372,Jan Callemeyn,MRS,Entretien général,"Envisager la faisabilité d'étendre le réseau d'interphone (micro accueil) vers le sous-sol,",44372,,1,Ouvriers_CPAS,,
T_P773,44378,Jan Callemeyn,MRS,Electricité,Raccorder les rétenteurs de portes coupe feu du sous sol sur le circuit de l'alarme incendie,44378,,1,Ouvriers_CPAS,,
T_P777,44381,Jan Callemeyn,MRS,Electricité,"Groupe GE2 (extérieur en toiture) est à l'arrêt. Le variateur de fréquence mentionne le message: court circuit terre. Les vérifications classiques ont été réalisées par l'ouvrier de garde et par moi-même, ",44381,,1,Thersa,,
T_P786,44385,Jan Callemeyn,MRS,Entretien général,"Niv 3; isoler les 2 tuyaux qui relient le collecteur d'eau chaude et glacée, afin d'éviter la condensation importante",44385,,2,Ouvriers_CPAS,,
T_P789,44392,Jan Callemeyn,MRS,Plomberie,"Niveau - 1, couloir d'accès au bureau cuistot: fuite d'eau dans le plafond identifiée. Comme mentionné sur les photos jointes il s'agit du raccord du coude et le tuyau de descente qui fuit. Le service technique local peut vous donner davantage de précisions si besoin.",44392,,1,Thersa,,
T_P780,44383,Jan Callemeyn,MRS,Entretien général,Prévoir un capot de protection des rayons du soleil au niveau du groupe de froid mural extérieur coté  sud (en dessous des bureaux),44392,,2,Ouvriers_CPAS,,
T_P805,44410,Jan Callemeyn,MRS,Chauffage,"PAC en chaufferie. La vanne 3 voies située au dessus des deux ballons de stockage blancs est bouchée. La PAC est mise à l'arrêt,",44410,,1,Ouvriers_CPAS,,
T_P826,44420,Jan Callemeyn,MRS,Electricité,"Niveau -1, couloir d'accès chaufferie: tube TL en panne",44420,,1,Thersa,,
T_P829,44420,Jan Callemeyn,MRS,Electricité,"Extension local repassage: lister et demander une offre pour l'installation future des 3 stations de repassage professionnelles,",44420,,2,Ouvriers_CPAS,,
T_P831,44420,Jan Callemeyn,MRS,Entretien général,"Quand vous aurez un peu de temps, serait-il possible de fermer le plafonds dans le local de la coiffeuse et celui du couloir à droite des ascenseurs du niveau 1 (au droit de la batterie froide), Merci",44420,,1,Ouvriers_CPAS,,
T_P830,44420,Jan Callemeyn,MRS,Electricité,Installation sonore MRS: déconnecter les 3 hauts parleurs installés dans le plafond du couloir d'accès aux bureaux administratifs du niveau 0,44420,,1,Ouvriers_CPAS,,
T_P833,44421,Jan Callemeyn,MRS,Entretien général,Niveau +3 Groupe GE1 sous toiture: La turbine génère des vibrations intenses à certains régimes de rotation. Vérifier si les aubes sont propres,44421,,1,Thersa,,
T_P840,44427,Jan Callemeyn,MRS,Entretien général,Cuisine sale: refixer les parois arrières de Spilmont quand vous aurez le temps…,44427,,2,Ouvriers_CPAS,,
T_P844,44432,Jan Callemeyn,MRS,Entretien général,"Demande de dépannage cogénération: erreur 034 capteur de pression d'huile, les niveaux d'huile semblent être bons, un  seul essai de redémarrage a été fait, en vain.",44432,,1,Cogengreen,,
T_P863,44458,Jan Callemeyn,MRS,Chauffage,"Niv 2 , grande aile, couloir coté ouest , fond du couloir: le dernier radiateur mural présente une fuite d'eau au niveau du raccordement. Les vannes d'isolement de cette portion du ciruit sont fermées.",44458,,1,Thersa,,
T_P865,44458,Jan Callemeyn,MRS,Entretien général,"Cuisine, zone sale: le nouveau doseur de produit de rincage de la vaisselle fuit. Merci de vérifier l'origine de la fuite. Au besoin, prévenir Sabine que le fournisseur doit intervenir afin de solutionner radicalement ce problème récurrent.",44458,,1,Ouvriers_CPAS,,
T_P864,44458,Jan Callemeyn,MRS,Electricité,"Niv - 1, local cabine HT: un éclairage TL plafonnier ne fonctionne plus",44458,,1,Thersa,,
T_P866,44459,Jan Callemeyn,MRS,Electricité,"Niv -1, TGBT principal, local HT: Verification du bon serrage de l'ensemble des connections de ce tableau. Sur base d'un rdv planifié, le courant pourra être coupé dans l'ensemble de la MRS, préférentiellement un mardi ou jeudi PM. Merci de prévenir. Le service technique local se tiendra à votre disposition en soutien. ",44459,,1,Thersa,,
T_P869,44466,Jan Callemeyn,MRS,Chauffage,"Le chauffage est remis en service dans toute la MRS. Merci de faire un tour complet dans le bâtiment afin de régler toutes les vannes thermostatiques des zones communes sur une position située entre 3,5 et 4. ",44466,,1,Ouvriers_CPAS,,
T_P883,44483,Jan Callemeyn,MRS,Cuisine,"Lave vaisselle Spilmont: remonter la nouvelle pompe du circuit de rincage,",44483,,2,Ouvriers_CPAS,,
T_P889,44488,Jan Callemeyn,MRS,Electricité,"Niv 0 , cage d'escalier située dans le prolongement de la salle à manger: plusieurs éclairages TL ne fonctionnement pas",44488,,1,Thersa,,
T_P890,44488,Jan Callemeyn,MRS,Electricité,"Niv 0 , cage d'escalier accessible à partir du local Kiné: 1 éclairage TL ne fonctionneme pas",44488,,1,Thersa,,
T_P893,44490,Jan Callemeyn,MRS,Electricité,"Niv +2, aile du fond, local vide panne. Fil VOB nu sortant du boitier situé à droite du vide panne,",44490,,1,Ouvriers_CPAS,,
T_P895,44517,Jan Callemeyn,MRS,Entretien général,"Panne installation de cogénération. Problème de niveau d'eau du circuit de refroidissement (erreur 007). Après vérification, il y a 2 bars de pression dans ce circuit. Problème de capteur peut-être. Merci d'intervenir dès que possible.",44517,,1,Cogengreen,,
T_P917,44544,Jan Callemeyn,MRS,Entretien général,"Cage d'escaliers niv 0 : Kiné et salle à manger : plusieurs blocs de secours ont le témoin jaune, merci de vérifier,",44544,,1,Thersa,,
T_P919,44545,Jan Callemeyn,MRS,Electricité,"Niv - 1 , groupe G4 (sous-sol à gauche dans le local) détecteur de givre sur l'air aspiré en panne et ponté en interne, merci de solutionner ce problème.",44545,,1,Thersa,,
T_P927,44558,Jan Callemeyn,MRS,Plomberie,Les sonnettes ne fonctionnent pas non plus. La lumière au-dessus de la porte est éclairé mais impossible de voir la sonnette sur les télévic.,44558,,1,Thersa,,
T_P930,44560,Jan Callemeyn,MRS,Cuisine,"Cuisine, niv - 1, distributeur de produit K1. Merci de demander au représentant de radicalement solutionner les divers dysfonctionnements récurrant de l'appareil !",44560,,1,Entretien,,
T_P940,44568,Jan Callemeyn,MRS,Chauffage,"Niv -1, chaufferie, Remplacement de la vanne 3 voies installée dans le circuit de la pompe à chaleur,",44568,,2,Ouvriers_CPAS,,
T_P950,44581,Jan Callemeyn,MRS,Entretien général,Prévoir le remplacement d'un harnais de sécurité suis le rapport BTV du 13/01/2022,44581,,1,Ouvriers_CPAS,,
T_P951,44581,Jan Callemeyn,MRS,Entretien général,Contrôle BTV ascenseurs 13/01/2022: certaines remarques peuvent être levées en interne. Merci d'y être sensible quand vous aurez un peu de temps.,44581,,2,Ouvriers_CPAS,,
T_P952,44581,Jan Callemeyn,MRS,Entretien général,"Sous-sol, porte accès couloir technique: A l'occasion il serait utile de régler le détenteur de celle-ci. Idem pour la porte d'accès au sas du local chaufferie.",44581,,1,Ouvriers_CPAS,,
T_P959,44585,Jan Callemeyn,MRS,Entretien général,"Niv -1 , local chaufferie, PAC du Cerisic: Remettre la pression d'eau dans le circuit secondaire à 2 bars environ, Cette tâches n'est pas d'une urgence capitale, en effet cela fonctionne pour l'instant, merci",44585,,1,Ouvriers_CPAS,,
T_P961,44591,Jan Callemeyn,MRS,Entretien général,Installation de cogénération. Il reste 10 journées de production au compteur. Merci de planifier une maintenance prochainement.,44591,,1,Cogengreen,,
T_P962,44592,Jan Callemeyn,MRS,Cuisine,"Sous-sol, local chaufferie, compteur gaz cuisine: ne totalise plus rien depuis 2 semaines !!!",44592,,1,Thersa,,
T_P964,44602,Jan Callemeyn,MRS,Entretien général,Panne installation de cogénération. Problème de niveau d'huile inférieur au minimum. Machine à l'arrêt. Merci d'intervenir dès que possible.,44602,,1,Cogengreen,,
T_P970,44608,Jan Callemeyn,MRS,Cuisine,"Groupe de ventilation hotte en cuisine, GE5: Les filtres sont à vérifier d'urgence. Des alarmes en cuisine apparaissent depuis quelques jours !",44608,,1,Thersa,,
T_P977,44613,Jan Callemeyn,MRS,Entretien général,"Installation de cogénération: Curer les tuyauteries d'écoulement des condensats, J'expliquerai à Michel en détail. Merci.",44613,,2,Ouvriers_CPAS,,
T_P978,44614,Jan Callemeyn,MRS,Entretien général,"Niv -1, local chaufferie: problème d'écoulement des condensats des cheminées chaudières et cogénération: raccord flexible cassé.",44614,,1,Thersa,,
T_P986,44630,Jan Callemeyn,MRS,Entretien général,Groupe de ventilation G4 en panne !,44630,,1,Thersa,,
T_P990,44637,Jan Callemeyn,MRS,Entretien général,"Niv 0 , Cantou: Remettre toutes les vannes thermostatiques enlevées dans le couloir et les chambres. Réglage: entre 3,5 et 4. Merci",44652,,1,Ouvriers_CPAS,,
T_P1001,44654,Jan Callemeyn,MRS,Entretien général,"Installation de cogénération: Panne démarreur (codes erreurs: 004 et 041) ; Installation mise à l'arrêt le 03-04-2022). Intervention rapide souhaitée, merci.",44654,,1,Cogengreen,,
T_P1013,44666,Jan Callemeyn,MRS,Entretien général,"Maintenance périodique des éclairages et éclairages de secours, suivant liste transmise en commentaire. S'adresser au service technique de la MRS pour plus de renseignements si besoin.",44666,10h,1,Thersa,,
T_P1016,44671,Jan Callemeyn,MRS,Electricité,Local haute tension: vérifier la mise à la terre des prises murales 220V,44671,,1,Ouvriers_CPAS,,
T_P1028,44683,Jan Callemeyn,MRS,Electricité,Niv -1; couloir local technique: 2 éclairages de type TL en pannes,44683,,1,Thersa,,
T_P1036,44685,Jan Callemeyn,MRS,Entretien général,"Niv -1: buanderie; zone repassage: acheter une fraise clôche afin de percer un trou dans le caisson de ventilation comme prévu,",44685,,1,Ouvriers_CPAS,,
T_P1037,44685,Jan Callemeyn,MRS,Entretien général,Niveau + 3: mesurer les surfaces disponibles en toiture à l'intérieur des lignes de vie. Merci d'indiquer sur le plan fourni les dimensions de chaque zones,44685,1h,2,Ouvriers_CPAS,,
T_P1039,44690,Jan Callemeyn,MRS,Entretien général,"Installation de Cogénération: merci de prévoir la maintenance, il reste un peu moins de 200 H, soit 2 semaines de fonctionnement. Merci aussi de préciser le jour et l'heure de l'intervention.",44690,,1,Cogengreen,,
T_P1046,44694,Jan Callemeyn,MRS,Entretien général,"Merci de vérifier l'ensemble des thermostats d'ambiance de la MRS (modèle +3/-3), ils doivent tous être de base sur la position +2 .",44694,,1,Ouvriers_CPAS,,
T_P1053,44700,Jan Callemeyn,MRS,Entretien général,"Niv +3: Groupe de ventilation G1 (sous toiture couverte) enlever le pompe à eau de circulation du circuit de rafraichissement de l'air pulser. Prendre les mesures de sécurité électrique nécessaires. Une fois extraite, nous la démonterons ensemble au local technique, le bourrage d'étanchéité est arrivé à l'âge de la retraite.",44700,,2,Ouvriers_CPAS,,
T_P1055,44704,Jan Callemeyn,MRS,Entretien général,"Niv -1:  Zone cuisine préparation chaude: La batterie froide ne fonctionne pas, malgré la consigne d'ouverture de sa vanne pilotante ouverte à 100%. Merci d'y intervenir les après midi en semaine ou les matinées hormises celles du LU-ME-VE",44704,,1,Thersa,,
T_P1066,44726,Jan Callemeyn,MRS,Entretien général,Niveau 0: zone cafetaria - salon: batterie froide non fonctionnelle !,44726,,1,Thersa,,
T_P1071,44732,Jan Callemeyn,MRS,Entretien général,"Niv +3: Groupe de ventilation G1 (sous toiture couverte) enlever le pompe à eau de circulation du circuit de rafraichissement de l'air pulser. Prendre les mesures de sécurité électrique nécessaires. Une fois extraite, nous la démonterons ensemble au local technique, le bourrage d'étanchéité est arrivé à l'âge de la retraite.",44732,,2,Ouvriers_CPAS,,
T_P1070,44732,Jan Callemeyn,MRS,Sanitaire,Niv -1; vestiaire dames; WC de gauche coule.,44732,,1,Thersa,,
T_P1076,44741,Jan Callemeyn,MRS,Electricité,Remplacer les ampoules déffectueuses du parking et de la rampe d'accés ,44741,,2,Ouvriers_CPAS,,
T_P1083,44746,Jan Callemeyn,MRS,Plomberie,"Niv 3: Circuit eau glacée: deux purgeurs manifestent une fuite importante. Le service technique local a isolé ceux-ci. Merci de les remplacer dès que possible. Pour plus de détails, se renseigner auprès du Brigadier,",44746,,1,Thersa,,
T_P1085,44747,Jan Callemeyn,MRS,Entretien général,"Niv 3 : G2 extérieur; pompe du système d'humidification semble être bouchée à l'aspiration. Elle tourne mais ne débite pas. Système mis à l'arrêt via la GTC,",44747,,1,Thersa,,
T_P1094,44753,Jan Callemeyn,MRS,Entretien général,Niv 3 : circuit distribution eau glacée plafond rafraichissant: aucun débit malgré la rotation de la pompe de circulation et l'ouverture de la vanne 3 voies. La cause peut être les purgeurs enlever et à remplacer. Urgent,44753,,1,Thersa,,
T_P1093,44753,Jan Callemeyn,MRS,Entretien général,Niv 0: porte coulissante (à l'entrée) côté intérieur reste ouverte malgré l'intervention de Kone récemment. Merci de les recontacter à ce sujet.,44753,,1,Ouvriers_CPAS,,
T_P1092,44753,Jan Callemeyn,MRS,Entretien général,Niv -1: la porte du local serveur frotte au sol,44753,,2,Ouvriers_CPAS,,
T_P1096,44760,Jan Callemeyn,MRS,Entretien général,Merci de relever les références des courroies des 5 groupes de ventilation de la MRS. Un tableau à compléter est affiché dans le local serveur. Prévoir aussi une réserve de chacunes d'entre elles.,44760,,1,Thersa,,
T_P1098,44762,Jan Callemeyn,MRS,Entretien général,"Niv +3: G2 (extérieur): faire une photo de la plaquette de signalisation du moteur GE2 (celui du haut dont les courroies ont été remplacées récemment), merci de m'envoyer la photo par mail.",44762,,1,Ouvriers_CPAS,,
T_P1100,44764,Jan Callemeyn,MRS,Entretien général,"Niv 0: Cantou; nouvelle installation de batteries froides (premier semestre 2022); fuite d'eau au niveau de la plus grosse des deux batteries; Le service technique local a pu déposer un sceau (sur le faux plafond) afin de récolter l'eau,,,,",44764,,1,Thersa,,
T_P1102,44767,Jan Callemeyn,MRS,Menuiserie,"Niv -1: local serveur: prévoir ""un porte manteaux"" mural en hauteur, afin de pouvoir y accrocher les courroies de réserve pour les groupes de ventilation. 8 crochets de suspension suffisent. Merci",44767,,1,Ouvriers_CPAS,,
T_P1118,44789,Jan Callemeyn,MRS,Cuisine,"Chambre froide négative; une résistance chauffante tubulaire intégrée dans le conduit d'aéaration donnant vers le corridor, permet de limiter le colmatage de celui-ci avec des glaces. Cette résistance est défectueuse ! Merci de nous faire un devis pour le remplacement de cette pièce,",44789,,1,Pelzer,,
T_P1117,44789,Jan Callemeyn,MRS,Entretien général,Niv 3: groupe GE1 et GE2: enlever toutes les grilles utilisées précédemment pour la pulvérisation de l'eau… A votre meilleure convenance,44789,,2,Ouvriers_CPAS,,
T_P1120,44798,Jan Callemeyn,MRS,Entretien général,"Niv +3, GE2 (groupe extérieur en hauteur) prévoir un joint d'étanchéité au niveau de la porte coulissante d'accès,,,,, Merci",44798,,2,Ouvriers_CPAS,,
T_P1121,44798,Jan Callemeyn,MRS,Entretien général,"Niv -1, local chaufferie-cogénération, prévoir à votre meilleure convenance un flexible d'arrosage avec tous les embouts nécessaires afin de pouvoir alimenter en eau les circuits appropriés de  la PAC et la Cogen. Merci",44798,,2,Ouvriers_CPAS,,
T_P1119,44798,Jan Callemeyn,MRS,Electricité,"Merci de finaliser l'identification des nouveaux tableaux et leurs circuits respectifs, afin que je puisse mettre à jour les plans et prévoir un marché pour la certification de ceux-ci,",44798,,1,Ouvriers_CPAS,,
T_P1134,44813,Jan Callemeyn,MRS,Chauffage,"Niv -1; local chaufferie; PAC au plafond; merci de remettre 2,5 bars de pression dans le circuit de chauffage des ballons",44813,,2,Ouvriers_CPAS,,
T_P1135,44813,Jan Callemeyn,MRS,Chauffage,"Niv -1; local chaufferie, merci de réaliser l'entretien de l'installation de maintien de la pression dans le circuit de chauffage (Reflex)",44813,,1,Thersa,,
T_P1139,44819,Jan Callemeyn,MRS,Electricité,Niv -1; local ventilation; deux armatures TL en pannes,44819,,1,Thersa,,
T_P1141,44823,Jan Callemeyn,MRS,Entretien général,"Installation de cogénération: le petit vase d'expansion du circuit primaire d'eau (interne à l'installation) est déffectueux. En effet, ce dernier ne joue plus son rôle d'accumulateur. Merci de prévoir une intervention.",44823,,1,Cogengreen,,
T_P1143,44826,Jan Callemeyn,MRS,Chauffage,"Niv -1; local chaufferie, merci de réaliser l'entretien de l'installation de maintien de la pression dans le circuit de chauffage (Reflex)",44826,,1,Thersa,,
T_P1148,44837,Jan Callemeyn,MRS,Entretien général,"Niveau 2-3 de la MRS: Locaux de stockage matériel d'entretien, locaux vides panes: finaliser la mise à jour des installations d'éclairage; installation d'un détecteur de présence",44837,,2,Ouvriers_CPAS,,
T_P1165,44872,Jan Callemeyn,MRS,Entretien général,"Demande de maintenance de l'installation de cogénération. Il reste 190 h de fonctionnement à ce jour, soit environ 15 journées en fonction de la météo. Merci pour votre retour.",44872,,1,Cogengreen,,
